,TPP Active 5th August 2019-6:15 PM,Current Course,College Name,Matric Percentage (Xth),Matric Year of Passing,Matric BOARD,XII Percentage %,Best of XII or Diploma,XIIth Stream,XII : Year of Passing,XII Board,Diploma %,Diploma : Branch,Diploma : Passing Year,Diploma : College Name & City,Diploma : Board,CGPA Till 6th Sem -20-July-2019,Backlogs,Graduation : Year of Passing,Graduation : Course,Graduation : Stream,Graduation : College,Graduation : University Name,PG CGPA till 2nd Sem - 31 May 2019,Backlogs.1,State,Catagory,Gender,Details Of Additional Course/certification,"Experience (if Any), Company Name","Experience (if Any), Designation","Experience (if Any), Salary (per Year [lpa])","Experience (if Any), Duration Of Work (years Or Months)",Training Done At (write Company/institute Name),Training Location (city),Duration,Project Title (during 6 Week/1-2 Months),Project Software/language Name,BEST of E,BEST of Q,BEST of L,BEST of Write-X,BEST of CP,BEST of Domain,BEST of Automata,AGE,Company Name,Package From (in LPA),Package To (in LPA),Status
567,Yes,B.E - CSE,University Institute of Engineering (UIE),76,2014,CBSE,78,78,Non - Medical,2016,CBSE,,,,,,7.95,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Uttar Pradesh,OBC,Male,"Internship At Enterprise Resource Planning Department At Chandigarh University. Android Application Development, Fastrack Admissions.",,,,,Internship As A Software Developer At Enterprise  Resource Planning Chandigarh University.,Mohali,Other,"Chandigarh University Admission App, Fastrack (android) Official.","Java, Xml, Android. Web(mysql, Php, Html, Css Js)",650,680,545,540,675,438,81,22,Cognizant,3,3,On Campus
568,Yes,B.E - CSE,University Institute of Engineering (UIE),76,2014,CBSE,78,78,Non - Medical,2016,CBSE,,,,,,7.95,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Uttar Pradesh,OBC,Male,"Internship At Enterprise Resource Planning Department At Chandigarh University. Android Application Development, Fastrack Admissions.",,,,,Internship As A Software Developer At Enterprise  Resource Planning Chandigarh University.,Mohali,Other,"Chandigarh University Admission App, Fastrack (android) Official.","Java, Xml, Android. Web(mysql, Php, Html, Css Js)",650,680,545,540,675,438,81,22,Deloitte ,6.6,6.6,On Campus
569,Yes,B.E - CSE,University Institute of Engineering (UIE),76,2014,CBSE,78,78,Non - Medical,2016,CBSE,,,,,,7.95,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Uttar Pradesh,OBC,Male,"Internship At Enterprise Resource Planning Department At Chandigarh University. Android Application Development, Fastrack Admissions.",,,,,Internship As A Software Developer At Enterprise  Resource Planning Chandigarh University.,Mohali,Other,"Chandigarh University Admission App, Fastrack (android) Official.","Java, Xml, Android. Web(mysql, Php, Html, Css Js)",650,680,545,540,675,438,81,22,ZS Associates India Pvt. Ltd,6.53,6.53,On Campus
570,Yes,B.E - CSE,University Institute of Engineering (UIE),85.6,2014,CBSE,64.6,64.6,Non - Medical,2016,CBSE,,,,,,6.79,0,2010,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Punjab,General,Female,,,,,,Chandigarh University,Chandigarh,Six Weeks,University Networking System,Networking ,595,430,545,360,435,469,13,21,Zensar Technologies,3,4,On Campus
571,Yes,B.E - CSE,University Institute of Engineering (UIE),71.5,2014,ICSE,68.4,68.4,Non - Medical,2016,CBSE,,,,,,5.88,4,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Uttarakhand,General,Male,,,,,,Cynoteck Technology Solution,Dehradun,Six Weeks,E-commerce Shopping App,Android,580,505,590,720,545,408,44,22,Capgemini,3.8,3.8,On Campus
572,Yes,B.E - CSE,University Institute of Engineering (UIE),71.5,2014,ICSE,68.4,68.4,Non - Medical,2016,CBSE,,,,,,5.88,4,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Uttarakhand,General,Male,,,,,,Cynoteck Technology Solution,Dehradun,Six Weeks,E-commerce Shopping App,Android,580,505,590,720,545,408,44,22,Cognizant,3,3,On Campus
573,Yes,B.E - CSE,University Institute of Engineering (UIE),93.1,2013,CBSE,70.8,70.8,Non - Medical,2015,CBSE,,,,,,7.5,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Uttar Pradesh,General,Female,Na,,,,,Chandigarh University,Mohali,Six Weeks,Vlan Implementation,Networking,665,695,520,540,595,562,21,23,GrazittiÿInteractive,3,3.12,On Campus
574,Yes,B.E - CSE,University Institute of Engineering (UIE),66.5,2013,CBSE,58.8,58.8,Non - Medical,2015,CBSE,,,,,,6.42,1,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,West Bengal,General,Male,"Introduction To Modern Application Development By Iit Madras, Gait Certified It Professional - Silver",Infiflex Technologies Pvt. Ltd.,Intern,,2 Months,Chandigarh University,Chandigarh,Six Weeks,Image Compression/decompression Tool,Java,665,550,555,720,515,562,47,23,Daffodil Software Pvt. Ltd,4,5,On Campus
575,Yes,B.E - CSE,University Institute of Engineering (UIE),95,2014,CBSE,73.3,73.3,Non - Medical,2016,CBSE,,,,,,8.39,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Uttar Pradesh,General,Female,,,,,,Tcil It Chandigarh,Chandigarh,Six Weeks,Indian Tourism,Web Designing With Php,595,535,545,720,575,377,8,21,Birlasoft India Ltd,3.25,3.25,On Campus
576,Yes,B.E - CSE,University Institute of Engineering (UIE),74.1,2013,CBSE,72,72,Non - Medical,2015,CBSE,,,,,,6.67,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Uttarakhand,General,Male,Machine Learning From Applied Ai,,,,,Network Bull's,Gurgaon,Six Weeks,Campus Network,,525,550,540,360,545,408,26,23,FiservÿIndiaÿPvt. Ltd,2.94,4,On Campus
577,Yes,B.E - CSE,University Institute of Engineering (UIE),83.14,2013,Himachal Pradesh Board,82.6,82.6,Non - Medical,2015,Himachal Pradesh Board,,,,,,8.19,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Himachal Pradesh,OBC,Male,,,,,,Telecommunications Consultants India Ltd.-information Technology,Chandigarh,Six Weeks,Lifedrop App,Android With Java,545,755,570,540,575,500,70,22,Capgemini,3.8,3.8,On Campus
578,Yes,B.E - CSE,University Institute of Engineering (UIE),83.14,2013,Himachal Pradesh Board,82.6,82.6,Non - Medical,2015,Himachal Pradesh Board,,,,,,8.19,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Himachal Pradesh,OBC,Male,,,,,,Telecommunications Consultants India Ltd.-information Technology,Chandigarh,Six Weeks,Lifedrop App,Android With Java,545,755,570,540,575,500,70,22,Wipro,3.5,3.5,On Campus
579,Yes,B.E - CSE,University Institute of Engineering (UIE),71.1,2013,Assam Board,69.4,69.4,Non - Medical with Biology,2015,Assam Board,,,,,,7.44,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Assam,General,Male,"Cise Training Programme In Cyber Security,cisco Ccna",No,No,No,No,"Network Bulls ,cisco Ccna",Gurgoan,Six Weeks,Company Infrastructure,Cisco Packet Tracer ,560,725,530,540,445,562,0,23,DXCÿTechnology,3.6,3.6,On Campus
580,Yes,B.E - CSE,University Institute of Engineering (UIE),74.1,2012,CBSE,75.4,75.4,Non - Medical,2014,CBSE,,,,,,7,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Uttar Pradesh,General,Male,,,,,,Rdso,Lucknow,Six Weeks,Hospital Management System,Java,700,665,530,540,465,346,8,20,Mu Sigma,5.5,7.25,On Campus
581,Yes,B.E - CSE,University Institute of Engineering (UIE),68.4,2013,CBSE,70.6,70.6,Non - Medical,2015,CBSE,,,,,,6.84,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Uttar Pradesh,General,Male,,,,,,Na,,,,,630,605,545,720,545,469,0,23,Capgemini,3.8,3.8,On Campus
582,Yes,B.E - CSE,University Institute of Engineering (UIE),68.4,2013,CBSE,70.6,70.6,Non - Medical,2015,CBSE,,,,,,6.84,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Uttar Pradesh,General,Male,,,,,,Na,,,,,630,605,545,720,545,469,0,23,Cognizant,3,3,On Campus
583,Yes,B.E - CSE,University Institute of Engineering (UIE),68.4,2013,CBSE,70.6,70.6,Non - Medical,2015,CBSE,,,,,,6.84,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Uttar Pradesh,General,Male,,,,,,Na,,,,,630,605,545,720,545,469,0,23,Mindtree,3.5,3.5,On Campus
584,Yes,B.E - CSE,University Institute of Engineering (UIE),74,2014,ICSE,69,69,Non - Medical,2016,ICSE,,,,,,5.87,1,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Uttar Pradesh,OBC,Male,Na,Na,Na,Na,Na,Bharat Sanchar Nigam Limited,Lucknow,Six Weeks,Blood Donation System Using Php And Css,Php And Css,560,355,395,360,435,408,0,22,DXCÿTechnology,3.6,3.6,On Campus
585,Yes,B.E - CSE,University Institute of Engineering (UIE),81.7,2013,CBSE,70.4,70.4,Non - Medical,2015,CBSE,,,,,,8.28,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Haryana,OBC,Male,,,,,,Network Bulls Ltd.,Gurgaon,Six Weeks,Company Network Infrastructure,,560,680,650,540,555,531,63,22,Cognizant,3,3,On Campus
586,Yes,B.E - CSE,University Institute of Engineering (UIE),81.7,2013,CBSE,70.4,70.4,Non - Medical,2015,CBSE,,,,,,8.28,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Haryana,OBC,Male,,,,,,Network Bulls Ltd.,Gurgaon,Six Weeks,Company Network Infrastructure,,560,680,650,540,555,531,63,22,Financial Software Systems,6,6,On Campus
587,Yes,B.E - CSE,University Institute of Engineering (UIE),81.7,2013,CBSE,70.4,70.4,Non - Medical,2015,CBSE,,,,,,8.28,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Haryana,OBC,Male,,,,,,Network Bulls Ltd.,Gurgaon,Six Weeks,Company Network Infrastructure,,560,680,650,540,555,531,63,22,Mindtree,3.5,3.5,On Campus
588,Yes,B.E - CSE,University Institute of Engineering (UIE),81.7,2013,CBSE,70.4,70.4,Non - Medical,2015,CBSE,,,,,,8.28,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Haryana,OBC,Male,,,,,,Network Bulls Ltd.,Gurgaon,Six Weeks,Company Network Infrastructure,,560,680,650,540,555,531,63,22,Wipro,3.5,3.5,On Campus
589,Yes,B.E - CSE,University Institute of Engineering (UIE),58.9,2013,CBSE,53.6,53.6,Non - Medical,2016,J&K State Board of School Education,,,,,,5.5,1,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Jammu And Kashmir,General,Male,Na,Na,Na,Na,Na,Uflex Limited,Jammu,Six Weeks,Networking,Packet Tracer,455,385,455,360,335,285,3,22,American CyberSystems (ACS Group),2.16,2.5,On Campus
590,Yes,B.E - CSE,University Institute of Engineering (UIE),85.5,2014,CBSE,71.8,71.8,Non - Medical,2016,CBSE,,,,,,7.33,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Himachal Pradesh,General,Male,Ccna (routing And Switching),,,,,"Ccna , Network Bulls",Gurgaon,Six Weeks,Company Infrastructure,Cisco Packet Tracer,630,520,555,540,495,408,44,22,Wipro,3.5,3.5,On Campus
591,Yes,B.E - CSE,University Institute of Engineering (UIE),77.9,2014,CBSE,70.8,70.8,Non - Medical,2016,CBSE,,,,,,8.49,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Chhattisgarh,OBC,Male,"Basics Python Language, A Grade Achievement, Iit Bombay",,,,,Accord Computech Pvt. Ltd.,Chandigar,Six Weeks,Database Chat Server,Android Studio,560,505,470,540,555,562,45,22,Wipro,3.5,3.5,On Campus
592,Yes,B.E - CSE,University Institute of Engineering (UIE),77.9,2014,CBSE,70.8,70.8,Non - Medical,2016,CBSE,,,,,,8.49,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Chhattisgarh,OBC,Male,"Basics Python Language, A Grade Achievement, Iit Bombay",,,,,Accord Computech Pvt. Ltd.,Chandigar,Six Weeks,Database Chat Server,Android Studio,560,505,470,540,555,562,45,22,XoriantÿSolution Pvt. Ltd,4.5,4.5,On Campus
593,Yes,B.E - CSE,University Institute of Engineering (UIE),95,2013,CBSE,75.8,75.8,Non - Medical,2015,CBSE,,,,,,6.37,1,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Haryana,General,Male,,,,,,Nielit,Mohali,45 Days,Analysing Webstats,"Python,scikit Learn , Pandas ,numpy, Other Python Libraries",685,575,495,540,495,592,80,23,Capgemini,3.8,3.8,On Campus
594,Yes,B.E - CSE,University Institute of Engineering (UIE),85.5,2014,CBSE,75.2,75.2,Non - Medical with Biology,2016,Assam Board,,,,,,6.83,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Assam,ST,Male,Python,Na,Na,Na,Na,Techlive Solutions,"Mohali, Chandigarh",Six Weeks,Blogging Website,Django Framework,615,520,505,720,455,531,3,24,Birlasoft India Ltd,3.25,3.25,On Campus
595,Yes,B.E - CSE,University Institute of Engineering (UIE),95,2013,CBSE,79.9,79.9,Non - Medical,2015,CBSE,,,,,,7.22,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Punjab,General,Male,Na,,,,,Aa2it Mohali,Mohali,45 Days,Network Security,Packet Tracer,500,520,530,180,455,408,35,22,Hanu Software,4,4,On Campus
596,Yes,B.E - CSE,University Institute of Engineering (UIE),81.84,2014,Punjab School Education Board,55,55,Non - Medical,2016,CBSE,,,,,,6.49,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Punjab,General,Male,,,,,,Excellence Technology,Chandigarh,Six Weeks,Chatterbox,Php With Mysql,420,650,545,360,575,346,30,22,Zapbuild Technologies,3,3,On Campus
597,Yes,B.E - CSE,University Institute of Engineering (UIE),72.2,2014,CBSE,64.6,64.6,Non - Medical,2016,CBSE,,,,,,7.58,0,2016,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Haryana,General,Male,Machine Learning With Python,,,,,Robotech Labs,Noida,Other,Face Recognition System,Python,560,620,650,540,475,408,61,21,NIIT technolgies,3.5,3.5,On Campus
598,Yes,B.E - CSE,University Institute of Engineering (UIE),83.6,2013,CBSE,52,52,Non - Medical,2015,CBSE,,,,,,6.93,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Punjab,General,Male,Android Development,,,,,Cdac Mohali,Mohali,45 Days,Comido,Android Studio With Google,595,695,530,540,475,592,50,24,Open Access TechnologyIndia Pvt Ltd,2.7,3.5,On Campus
599,Yes,B.E - CSE,University Institute of Engineering (UIE),74.88,2013,CBSE,62.6,62.6,Non - Medical,2016,CBSE,,,,,,6.55,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Haryana,General,Male,Na,,,,,Cdac,Mohali,Six Weeks,,Java,510,575,665,540,495,469,48,23,Cognizant,3,3,On Campus
600,Yes,B.E - CSE,University Institute of Engineering (UIE),74.88,2013,CBSE,62.6,62.6,Non - Medical,2016,CBSE,,,,,,6.55,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Haryana,General,Male,Na,,,,,Cdac,Mohali,Six Weeks,,Java,510,575,665,540,495,469,48,23,Wipro,3.5,3.5,On Campus
601,Yes,B.E - CSE,University Institute of Engineering (UIE),72,2014,Punjab School Education Board,74,74,Non - Medical,2016,Punjab School Education Board,,,,,,6.47,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Punjab,SC,Male,Modern Javascript And Nodejs,,,,,Excellence Technology,Chandigarh,45 Days,Crime Files Management,"Html5, Css3, Javascript, Php",475,460,495,360,475,408,27,21,Fresco Web Services Pvt Ltd,3,3,On Campus
602,Yes,B.E - CSE,University Institute of Engineering (UIE),80,2014,CBSE,65,65,Non - Medical,2016,CBSE,,,,,,7.01,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Madhya Pradesh,General,Male,Na,Na,Na,Na,Na,Ntpc Korba,Korba,Six Weeks,Web Developmet,"Html, Css, Php , Sql",545,355,460,540,485,500,9,22,Mphasis Limited,2.5,3.25,On Campus
603,Yes,B.E - CSE,University Institute of Engineering (UIE),55.1,2014,CBSE,76,76,Non - Medical,2016,CBSE,,,,,,6.24,2,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Chhattisgarh,General,Male,Na,,,,,Codeapp Technology,Chandigarh,45 Days,Restaurant Management System,Python,500,560,480,360,435,438,3,22,Edoofa,4.8,6,On Campus
604,Yes,B.E - CSE,University Institute of Engineering (UIE),74.1,2013,CBSE,64.8,64.8,Non - Medical,2015,Jharkhand board,,,,,,7.37,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Jharkhand,General,Male,Android App Development,,,,,Chandigarh University,Mohali,Six Weeks,Explore India (tourism App),Android With Java,605,385,485,540,525,500,0,21,Cognizant,3,3,On Campus
605,Yes,B.E - CSE,University Institute of Engineering (UIE),76,2014,Punjab School Education Board,70.88,70.88,Non - Medical,2016,Punjab School Education Board,,,,,,7.09,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Punjab,SC,Male,,,,,,Numitech Solutions,Ludhiana,45 Days,Online Railway Ticket Booking System,"Html,css,php",545,575,555,360,505,408,23,21,Cognizant,3,3,On Campus
606,Yes,B.E - CSE,University Institute of Engineering (UIE),79.8,2014,CBSE,71.2,71.2,Non - Medical,2016,CBSE,,,,,,6.97,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Uttar Pradesh,OBC,Male,"Core Java, Google ( Technical Support Fundamentals, System Administration And It Infrastructure Services, The Bits And Bytes Of Computer Networking, Operating System And You: Becoming A Power User, It Security: Defense Against The Digital Dark Arts ) ",Na,Na ,Na,Na,Tcil-it ,Chandigarh ,Six Weeks,Media Player ,Java ,605,695,485,540,465,408,13,21,MavenÿWaveÿPartners ,4,4,On Campus
607,Yes,B.E - CSE,University Institute of Engineering (UIE),82,2013,J&K State Board of School Education,79.2,79.2,Non - Medical,2015,J&K State Board of School Education,,,,,,7.12,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Jammu And Kashmir,General,Female,"Core Java, Sql Basic And Advance ",,,,,Tcil-it Chandigarh Sector - 22,Chandigarh ,Six Weeks,Note - App Desktop Application ,Mysql,630,300,565,540,405,408,14,23,MavenÿWaveÿPartners ,4,4,On Campus
608,Yes,B.E - CSE,University Institute of Engineering (UIE),79.6,2013,Punjab School Education Board,69.6,69.6,Non - Medical,2016,CBSE,,,,,,6.53,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Punjab,SC,Male,,,,,,Cyberops,Chandigarh University,45 Days,Information Security Analyst,Cyber Security,615,605,445,540,355,469,13,23,Mphasis Limited,2.5,3.25,On Campus
609,Yes,B.E - CSE,University Institute of Engineering (UIE),69.28,2014,Himachal Pradesh Board,53,53,Non - Medical,2016,Himachal Pradesh Board,,,,,,6.57,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Himachal Pradesh,General,Male,Na,Na,Na,Na,Na,Cdac,Mohali,Six Weeks,University Network Design,Cisco Packet Tracer,615,370,435,540,345,377,3,20,American CyberSystems (ACS Group),2.16,2.5,On Campus
610,Yes,B.E - CSE,University Institute of Engineering (UIE),95,2013,CBSE,90,90,Non - Medical,2015,CBSE,,,,,,7.99,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Jharkhand,OBC,Male,Na,,,,,Youth Tech,Chandigarh ,Six Weeks,Stock Market Prediction,Python,685,840,630,720,575,592,45,23,IBM,4.25,4.65,On Campus
611,Yes,B.E - CSE,University Institute of Engineering (UIE),95,2013,CBSE,90,90,Non - Medical,2015,CBSE,,,,,,7.99,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Jharkhand,OBC,Male,Na,,,,,Youth Tech,Chandigarh ,Six Weeks,Stock Market Prediction,Python,685,840,630,720,575,592,45,23,Persistent System Ltd,4.41,8.41,On Campus
612,Yes,B.E - CSE,University Institute of Engineering (UIE),66.5,2014,CBSE,66,66,Non - Medical,2016,CBSE,,,,,,7.12,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Chandigarh(ut),General,Male,,Indian Oil,Intenship,,,Indian Oil And Excellence Technology,Chandigarh,45 Days,Mobile Base Survey Form,"Jsp With Html,css3",510,400,455,540,395,408,0,21,GrazittiÿInteractive,3,3.12,On Campus
613,Yes,B.E - CSE,University Institute of Engineering (UIE),64.6,2013,CBSE,66.8,66.8,Non - Medical,2016,CBSE,,,,,,6.49,1,2012,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Uttar Pradesh,General,Male,,,,,,Niit,,45 Days,,,640,680,400,540,435,531,3,22,Verzeo Edutech Pvt Ltd,3,6,On Campus
614,Yes,B.E - CSE,University Institute of Engineering (UIE),89.3,2014,CBSE,73.4,73.4,Non - Medical,2016,CBSE,,,,,,7.19,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Jammu And Kashmir,General,Male,Java Certification,Aptech,No,No,1 Month Traning At Aptech Inst.,Aptech Institute,Jammu,45 Days,Online Voting Sysytem,"Java, Php, Html",755,535,480,360,615,531,3,21,ClearÿTAXÿ/ÿDefmacroÿSoftwareÿPvtÿLtd,5.5,6.5,On Campus
615,Yes,B.E - CSE,University Institute of Engineering (UIE),70.3,2013,CBSE,71.8,71.8,Non - Medical,2015,Haryana Board of Education,,,,,,6.47,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Haryana,OBC,Male,,,,,,Excellence Technology ,Chandigarh ,45 Days,Indian Tourism ,Android,475,680,495,540,425,408,0,22,Start Up Farms IT Pvt. Ltd. (SUFI),4,4,On Campus
616,Yes,B.E - CSE,University Institute of Engineering (UIE),64.33,2012,"Jharkhand Acadmic Council, Jharkhand",61.6,61.6,Non - Medical,2014,Jharkhand board,,,,,,5.79,3,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Uttar Pradesh,General,Male,,Teleperformence Mohali ,Team Leader,180000,6 Month,Na,,,,,545,575,555,540,425,377,0,23,Cognizant,3,3,On Campus
617,Yes,B.E - CSE,University Institute of Engineering (UIE),76,2013,CBSE,77.2,77.2,Non - Medical,2015,CBSE,,,,,,7.79,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Haryana,General,Male,,,,,,Institutional Training At Thinknext ,Mohali,Six Weeks,Fitness World Website ,"Html, Css, Jquery",595,695,545,540,475,500,30,23,Cognizant,3,3,On Campus
618,Yes,B.E - CSE,University Institute of Engineering (UIE),95,2013,CBSE,79.8,79.8,Non - Medical with Biology,2015,CBSE,,,,,,8.16,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Delhi(nct),General,Male,"Python ,machine Learning",,,,,Vsit,New Delhi,Six Weeks,Face Recognition System,Python,640,755,555,720,525,469,0,23,Cognizant,3,3,On Campus
619,Yes,B.E - CSE,University Institute of Engineering (UIE),95,2013,CBSE,79.8,79.8,Non - Medical with Biology,2015,CBSE,,,,,,8.16,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Delhi(nct),General,Male,"Python ,machine Learning",,,,,Vsit,New Delhi,Six Weeks,Face Recognition System,Python,640,755,555,720,525,469,0,23,Mindtree,3.5,3.5,On Campus
620,Yes,B.E - CSE,University Institute of Engineering (UIE),95,2013,CBSE,79.8,79.8,Non - Medical with Biology,2015,CBSE,,,,,,8.16,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Delhi(nct),General,Male,"Python ,machine Learning",,,,,Vsit,New Delhi,Six Weeks,Face Recognition System,Python,640,755,555,720,525,469,0,23,Wipro,3.5,3.5,On Campus
621,Yes,B.E - CSE,University Institute of Engineering (UIE),64.6,2013,ICSE,57.2,57.2,Non - Medical,2016,CBSE,,,,,,6.41,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Gujarat,SC,Male,Na,,,,,Pro Corner Pvt Institute ,Surat,45 Days,,Java,510,240,545,540,425,346,0,1,American CyberSystems (ACS Group),2.16,2.5,On Campus
622,Yes,B.E - CSE,University Institute of Engineering (UIE),68.4,2014,ICSE,69.6,69.6,Non - Medical,2016,ICSE,,,,,,6.14,2,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Odisha,General,Female,,,,,,Unitech,Rourkela,45 Days,,,675,415,460,540,435,315,0,2,VedantuÿInnovation Pvt. Ltd,4,4,On Campus
623,Yes,B.E - CSE,University Institute of Engineering (UIE),93.1,2014,CBSE,77.2,77.2,Non - Medical,2016,CBSE,,,,,,8.27,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Jammu And Kashmir,General,Male,,,,,,Ccna(cisco),Chandigarh University,45 Days,,Cisci Packet Tracer,570,520,435,540,595,592,0,23,AICRA,4,6,On Campus
624,Yes,B.E - CSE,University Institute of Engineering (UIE),76,2014,CBSE,71,71,Non - Medical,2016,CBSE,,,,,,7.4,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Himachal Pradesh,General,Female,Be Cse,Na,Na,,,Niit Hamirpur,Hamirpur,Six Weeks,Android ,Android/java,500,385,425,180,525,500,0,21,IBM-GTS,4.25,4.25,On Campus
625,Yes,B.E - CSE,University Institute of Engineering (UIE),76,2014,CBSE,71,71,Non - Medical,2016,CBSE,,,,,,7.4,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Himachal Pradesh,General,Female,Be Cse,Na,Na,,,Niit Hamirpur,Hamirpur,Six Weeks,Android ,Android/java,500,385,425,180,525,500,0,21,ÿDiverseÿLynxÿIndia,2.7,2.7,On Campus
626,Yes,B.E - CSE,University Institute of Engineering (UIE),92,2013,Andhra Pradesh Board,89,89,Non - Medical,2015,Andhra Pradesh Board,,,,,,6.72,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Other,General,Male,,,,,,Cisco-routing And Switching,,,,,770,710,570,540,565,531,23,22,Capgemini,3.8,3.8,On Campus
627,Yes,B.E - CSE,University Institute of Engineering (UIE),79.8,2013,CBSE,64.2,64.2,Non - Medical,2015,CBSE,,,,,,7.59,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Punjab,General,Male,Na,,,,,Cdac,"Industrial Area, Mohali, Punjab.",Six Weeks,Sms Spam Filter,R,640,520,495,540,505,469,50,23,Cognizant,3,3,On Campus
628,Yes,B.E - CSE,University Institute of Engineering (UIE),79.8,2013,CBSE,64.2,64.2,Non - Medical,2015,CBSE,,,,,,7.59,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Punjab,General,Male,Na,,,,,Cdac,"Industrial Area, Mohali, Punjab.",Six Weeks,Sms Spam Filter,R,640,520,495,540,505,469,50,23,Wipro,3.5,3.5,On Campus
629,Yes,B.E - CSE,University Institute of Engineering (UIE),87.4,2014,CBSE,75.2,75.2,Non - Medical,2016,CBSE,,,,,,7.23,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Himachal Pradesh,General,Male,,,,,,Excellence Technology,Chandigarh,45 Days,,,580,605,595,540,475,408,0,21,Start Up Farms IT Pvt. Ltd. (SUFI),4,4,On Campus
